id,over_due_1,over_due_2,over_due_3,over_due_total,pay_normal,prod_code,prod_limit,update_date,current_balance,highest_balance,last_payment_date
58994089,0,0,0,0,12,6,,9/1/14,0,57500,24/5/15
58995904,0,0,0,0,8,10,,9/1/14,0,62996,14/5/15
58999555,0,0,0,0,14,10,,9/1/14,9566.4,9695,12/4/15
59003954,0,0,0,0,15,5,,9/1/14,694010.4,695500,27/10/15
59005740,0,0,0,0,21,10,132000,8/1/14,20899.2,62454,30/4/16
58997840,0,0,0,0,5,10,111100,8/1/14,123979.2,107915,16/12/15
58997840,0,0,0,0,12,10,,8/1/14,0,95304,18/7/15
59002553,0,0,0,0,19,10,,8/1/14,3722.4,58210,27/2/16
58998876,0,0,0,0,19,10,55000,7/1/14,53606.4,48307,13/1/16
58989132,0,0,0,0,1,5,,7/1/14,0,300500,8/3/15
54988630,0,0,0,0,23,5,,7/1/14,75573.6,100500,22/3/16
58989033,0,0,0,0,16,10,,7/1/14,133.2,14634,10/11/15
54984789,3,1,0,82,12,10,35200,6/1/14,4561.2,20680,25/4/16
58996802,0,0,0,0,12,6,,6/1/14,0,36200,18/2/15
58994510,0,0,0,0,1,6,,6/1/14,0,40500,23/4/15
58986339,0,0,0,0,2,13,,6/1/14,0,43797,23/11/15
58996112,0,0,0,0,11,6,,6/1/14,0,19900,21/2/15
58984801,0,0,0,0,17,6,,6/1/14,0,28600,24/8/15
54986879,0,0,0,0,6,7,,6/1/14,0,54500,22/10/14
54986879,0,0,0,0,6,7,,6/1/14,0,148100,28/10/14
54984680,0,0,0,0,5,6,,6/1/14,0,42500,21/2/15
54991100,0,0,0,0,21,10,,6/1/14,6019.2,26975,30/1/16
58992627,0,0,0,0,19,10,,5/1/14,0,44646,12/12/15
58997112,0,0,0,0,25,10,77000,4/1/14,62325.6,72436,28/5/16
58986657,0,0,0,0,23,10,27500,4/1/14,15674.4,26290,29/2/16
59005275,0,0,0,0,25,10,,4/1/14,3312,12307,17/4/16
58985654,0,0,0,0,19,10,,4/1/14,0,14806,10/10/15
58992082,0,0,0,0,11,10,,3/1/14,-32.4,36273,2/9/16
54988391,0,0,0,0,27,10,,3/1/14,3638.4,28099,5/6/16
58992082,0,0,0,0,9,10,,3/1/14,6337.2,33250,10/10/14
58993064,0,0,0,0,26,10,185625,2/1/14,2570.4,15599,29/2/16
59000851,0,0,0,0,11,10,,1/1/14,-279.6,7892,21/7/14
58990628,0,0,0,0,24,2,,1/1/14,1795597.2,1550500,26/11/15
54982727,1,0,0,21,8,7,,31/12/13,259767.6,217111,26/10/14
54982727,0,0,0,0,1,7,,31/12/13,0,217111,31/12/13
54989264,0,0,0,0,21,10,,31/12/13,35734.8,47843,17/8/15
58993081,0,0,0,0,0,6,,31/12/13,0,18500,21/9/14
54987199,0,0,0,0,0,6,,31/12/13,0,32490,21/9/14
54987320,0,0,0,0,25,0,,31/12/13,164227.2,240500,22/1/16
54985378,1,0,0,8,21,10,80300,30/12/13,83851.2,74206,29/9/15
54989484,0,0,0,0,1,10,44000,30/12/13,0,760,19/1/14
58993369,0,0,0,0,27,10,,30/12/13,1434,32552,29/2/16
58989891,0,0,0,0,0,6,,30/12/13,0,25500,18/9/14
58986950,0,0,0,0,14,10,218900,29/12/13,94442.4,198935,3/11/16
58987886,0,0,0,0,27,10,68200,29/12/13,58.8,43670,27/3/16
58989781,0,0,0,0,24,10,11000,29/12/13,5024.4,10401,22/11/15
58997265,0,0,0,0,19,10,,29/12/13,4107.6,15027,14/8/15
54983198,0,0,0,0,0,6,,29/12/13,0,35500,21/9/14
54984616,0,0,0,0,16,5,,29/12/13,0,336500,24/3/15
59005680,0,0,0,0,23,13,,29/12/13,0,61500,21/11/15
58986950,0,0,0,0,13,10,,29/12/13,0,149645,21/1/15
58992063,0,0,0,0,1,6,,29/12/13,0,31985,20/4/15
59005275,0,0,0,0,2,13,,29/12/13,0,60500,24/2/15
59001297,2,0,0,38,25,10,50600,28/12/13,14118,26202,2/6/16
54983623,0,0,0,0,23,5,,28/12/13,166074,224500,22/10/15
58995877,0,0,0,0,29,10,,28/12/13,101299.2,91622,5/3/16
54988645,0,0,0,0,0,6,,28/12/13,0,27800,22/10/14
58992510,0,0,0,0,19,13,,28/12/13,0,48500,2/12/16
58996671,0,0,0,0,6,10,,27/12/13,0,1173,
54987789,0,0,0,0,26,10,,27/12/13,10533.6,59687,26/1/16
54983353,0,0,0,0,22,10,,27/12/13,25990.8,22585,11/5/15
58993764,0,0,0,0,26,10,23100,25/12/13,0,28050,18/10/15
54991294,0,0,0,0,25,13,,25/12/13,0,90500,25/1/14
54983200,0,0,0,0,23,10,,25/12/13,7539.6,28368,28/10/15
58988212,0,0,0,0,27,10,206250,24/12/13,13808.4,186446,29/3/16
54989257,0,0,0,0,25,10,45100,24/12/13,0,42856,16/1/16
58993180,0,0,0,0,27,10,44000,24/12/13,8809.2,8703,24/2/16
54989353,0,0,0,0,24,10,,24/12/13,1390.8,34038,10/2/15
59001138,0,0,0,0,0,6,,24/12/13,0,42000,24/8/14
58998661,0,0,0,0,24,10,60500,23/12/13,39154.8,33129,12/11/15
58999754,0,0,0,0,0,6,,23/12/13,0,32400,24/8/14
58987426,0,0,0,0,1,5,,23/12/13,0,103500,28/12/14
58991395,0,0,0,0,21,1,,23/12/13,152402.4,269879,27/9/15
59005871,0,0,0,0,29,10,34100,22/12/13,11610,32371,14/6/16
59004680,0,0,0,0,28,1,,22/12/13,466050,550500,25/3/16
54986977,0,0,0,0,1,13,,22/12/13,0,58500,28/4/15
58983073,0,0,0,0,23,10,110000,21/12/13,68848.8,89051,29/9/15
54983623,0,0,0,0,1,5,,21/12/13,0,360500,3/6/15
54987215,0,0,0,0,26,5,,21/12/13,161169.6,245500,23/2/16
54983915,0,0,0,0,25,10,,20/12/13,20822.4,98251,23/12/15
59003773,0,0,0,0,25,10,,20/12/13,3556.8,26210,1/5/16
58997904,0,0,0,0,24,10,95700,17/12/13,0,87013,11/3/15
58983297,0,0,0,0,13,6,,17/12/13,0,35189,22/10/14
58991614,0,0,0,0,1,6,,17/12/13,0,31700,24/8/14
54983822,0,0,0,0,19,13,,17/12/13,0,49200,26/11/15
58998029,0,0,0,0,22,13,,17/12/13,4914,41500,25/10/15
59001607,0,0,0,0,0,6,,17/12/13,0,39000,21/8/14
54984182,0,0,0,0,1,6,,17/12/13,0,22500,8/1/14
58984421,0,0,0,0,23,19,,16/12/13,45508.8,432500,10/1/15
58993583,0,0,0,0,5,6,,16/12/13,0,40000,24/5/14
58990519,0,0,0,0,25,10,119900,15/12/13,109411.2,108472,1/12/16
58991973,0,0,0,0,26,10,57200,15/12/13,52819.2,56923,2/9/16
58983271,0,0,0,0,12,10,55000,15/12/13,-70.8,33670,30/12/14
54986944,0,0,0,0,28,10,46200,15/12/13,47508,55599,19/3/16
58999582,0,0,0,0,0,6,,15/12/13,0,25500,21/8/14
54985832,0,0,0,0,24,10,58300,14/12/13,6426,48521,21/11/15
58987210,0,0,0,0,19,10,55000,14/12/13,140305.2,117421,22/2/16
58989891,0,0,0,0,0,6,,14/12/13,0,26000,21/8/14
58997757,0,0,0,0,24,10,64570,13/12/13,0,93892,25/8/15
58997757,0,0,0,0,3,10,42790,13/12/13,14787.6,93892,26/11/15
54987871,2,0,0,60,25,10,,13/12/13,27315.6,40602,29/4/16
59004394,0,0,0,0,30,10,,13/12/13,0,,
58998147,0,0,0,0,25,10,,13/12/13,23139.6,76464,23/11/15
59005880,0,0,0,0,0,6,,12/12/13,0,19500,24/8/14
54984680,3,0,0,75,27,10,128700,11/12/13,-2.4,15490,15/12/15
58988942,0,0,0,0,25,10,128700,11/12/13,23426.4,79911,11/10/15
58993461,0,0,0,0,29,10,106700,11/12/13,43686,76606,20/2/16
58995950,1,2,0,106,7,7,,11/12/13,0,303500,
59005413,0,0,0,0,31,1,,11/12/13,57872.4,254879,26/3/16
54991742,0,0,0,0,9,5,,11/12/13,0,325500,23/6/15
54985076,0,0,0,0,13,1,,11/12/13,426432,400500,
54987215,0,0,0,0,27,10,,11/12/13,15987.6,30442,2/6/16
58985495,0,0,0,0,25,10,165000,10/12/13,1843.2,80585,20/9/15
58998658,0,0,0,0,2,10,66000,10/12/13,4267.2,59096,15/8/15
58998658,0,0,0,0,27,10,66000,10/12/13,5005.2,59096,13/1/16
54988427,0,0,0,0,3,10,55000,10/12/13,47460,44691,4/10/16
58991158,1,0,0,25,26,10,52800,10/12/13,50535.6,48395,2/7/16
58996882,0,0,0,0,3,15,,10/12/13,0,150500,20/12/13
58992482,0,0,0,0,29,5,,10/12/13,54405.6,150500,20/1/16
59000211,0,0,0,0,0,6,,10/12/13,0,11200,20/6/14
54988427,0,0,0,0,28,10,,10/12/13,0,44691,1/9/16
54992451,0,0,0,0,17,5,,10/12/13,0,89500,24/1/15
58989344,2,0,0,31,25,10,110000,9/12/13,6967.2,38049,11/7/15
59003950,0,0,0,0,5,6,,9/12/13,0,36500,24/5/14
54984435,0,0,0,0,28,10,42900,8/12/13,46340.4,40177,15/3/16
59003192,0,0,0,0,31,3,,8/12/13,162938.4,163500,3/2/16
54990604,0,0,0,0,32,10,,8/12/13,0,55592,13/3/16
59003192,0,0,0,0,30,5,,8/12/13,59965.2,85500,21/2/16
58985005,0,0,0,0,19,5,,8/12/13,0,70500,21/1/15
58992060,0,0,0,0,31,10,,8/12/13,69618,132027,2/11/16
54989469,0,0,0,0,29,10,,8/12/13,4694.4,75862,28/11/15
59004688,0,0,0,0,34,10,330000,7/12/13,37788,279666,5/10/16
58989033,0,0,0,0,28,1,,7/12/13,387211.2,510500,22/9/15
58990724,0,0,0,0,1,10,119900,6/12/13,12766.8,38153,22/7/15
58990724,0,0,0,0,27,10,119900,6/12/13,2926.8,42549,19/1/16
58986339,0,0,0,0,34,10,55000,6/12/13,61850.4,52185,23/2/16
59003950,1,0,0,26,21,13,,6/12/13,0,57000,3/9/15
58993137,0,0,0,0,0,6,,6/12/13,0,28801,24/3/14
58996802,0,0,0,0,0,6,,6/12/13,0,24500,21/2/14
58998583,0,0,0,0,15,10,,4/12/13,2002.8,34495,24/11/15
54982530,0,0,0,0,25,10,,4/12/13,4371.6,14955,18/8/15
58991820,0,0,0,0,6,4,,4/12/13,0,225500,
58994019,0,0,0,0,36,10,27500,3/12/13,844.8,27349,25/4/16
54984476,1,0,0,29,30,5,,3/12/13,8554.8,100500,
59001607,0,0,0,0,7,7,,3/12/13,0,152000,
58998866,0,0,0,0,33,5,,3/12/13,251292,486500,23/10/15
59001932,11,0,0,319,20,1,,2/12/13,320884.8,400500,16/12/15
58984937,0,0,0,0,34,10,,2/12/13,1380,29204,11/7/15
58990154,0,0,0,0,8,7,,2/12/13,0,27300,
54991626,0,0,0,0,10,6,,1/12/13,0,18000,21/11/13
58983297,0,0,0,0,11,1,,1/12/13,31800,250500,9/9/15
58984900,0,0,0,0,24,10,16500,30/11/13,0,,
58999328,0,0,0,0,1,6,,30/11/13,0,21500,6/2/14
54991742,0,0,0,0,10,1,,30/11/13,178867.2,190713,19/3/16
58985236,0,0,0,0,24,10,116600,29/11/13,0,3297,4/1/14
59004662,1,0,0,23,29,10,92400,29/11/13,0,16657,15/4/16
58995903,0,0,0,0,10,7,,29/11/13,0,84500,12/6/14
58998351,0,0,0,0,0,6,,28/11/13,0,14900,21/8/14
58988505,0,0,0,0,21,10,,28/11/13,22045.2,40013,22/8/15
58988052,0,0,0,0,28,10,138600,27/11/13,20190,105655,3/11/16
54989370,0,0,0,0,16,10,136400,26/11/13,4082.4,29973,28/11/15
59004885,0,0,0,0,5,10,84700,26/11/13,82527.6,80721,4/1/16
58989409,0,0,0,0,24,10,61600,26/11/13,-172.8,59727,20/9/15
58988886,0,0,0,0,12,10,55000,26/11/13,51702,55266,24/8/15
54988030,0,0,0,0,28,10,36300,26/11/13,0,11189,10/9/13
54985687,1,0,0,22,6,6,,26/11/13,0,7700,10/5/14
59004885,2,0,0,19,11,10,,26/11/13,0,80721,29/11/15
58986657,0,0,0,0,27,5,,26/11/13,405145.2,520500,21/1/16
58993039,0,0,0,0,28,10,,26/11/13,13580.4,38634,24/2/16
58999945,1,0,0,6,25,10,,25/11/13,14082,48976,16/12/15
58996837,1,0,0,5,29,10,,25/11/13,44208,37340,19/4/16
58994510,0,0,0,0,0,6,,25/11/13,0,23500,21/7/14
58993153,0,0,0,0,1,6,,25/11/13,0,31000,24/7/14
58996551,0,0,0,0,8,10,150700,24/11/13,87157.2,148058,5/3/16
58986657,0,0,0,0,27,5,,24/11/13,469009.2,600500,20/1/16
58996551,0,0,0,0,22,10,,24/11/13,0,148058,9/6/15
59004716,0,0,0,0,0,6,,24/11/13,0,11000,24/7/14
58993137,0,0,0,0,0,6,,23/11/13,0,27000,24/7/14
58985900,0,0,0,0,26,10,,23/11/13,91048.8,76374,1/6/16
54986687,0,0,0,0,2,10,62700,22/11/13,0,72700,
54984789,0,0,0,0,31,10,11000,22/11/13,0,11352,23/5/16
58991302,0,0,0,0,27,5,,22/11/13,90634.8,226500,20/1/16
54986687,0,0,0,0,11,10,,22/11/13,0,64251,9/9/14
58990200,0,0,0,0,8,6,,22/11/13,0,35490,24/7/14
59000822,0,0,0,0,1,10,91300,20/11/13,0,1769,13/2/15
58987097,0,0,0,0,4,10,,20/11/13,0,6094,27/11/14
58987924,0,0,0,0,1,26,,19/11/13,0,35500,
54983601,0,0,0,0,24,1,,19/11/13,245646,300500,25/10/15
58993131,0,0,0,0,1,6,,19/11/13,0,25500,18/3/15
54986068,0,0,0,0,26,10,85800,18/11/13,13653.6,21212,15/1/16
58988052,0,0,0,0,27,10,69300,18/11/13,-1.2,44265,16/1/16
54983331,0,0,0,0,7,0,,17/11/13,91752,75500,19/7/14
54983331,0,0,0,0,6,0,,17/11/13,0,80500,22/4/14
58991343,0,0,0,0,11,10,,17/11/13,-1508.4,,16/2/14
58988129,1,0,0,15,30,10,61050,16/11/13,28256.4,54678,25/4/16
58988200,0,0,0,0,9,5,,16/11/13,0,133500,25/7/14
58991618,0,0,0,0,24,1,,16/11/13,229036.8,293500,17/1/16
58987886,0,0,0,0,15,5,,16/11/13,0,103500,21/1/15
58985795,0,0,0,0,12,5,,16/11/13,150912,149500,22/10/14
59001195,0,0,0,0,16,13,,16/11/13,0,38500,21/11/15
59005871,0,0,0,0,28,1,,16/11/13,57177.6,250500,27/4/16
54984182,0,0,0,0,1,5,,16/11/13,0,80500,10/7/14
58991938,0,0,0,0,27,10,114400,15/11/13,121093.2,113374,23/2/16
58984749,0,0,0,0,24,10,114400,15/11/13,10412.4,18466,16/10/15
58985063,0,0,0,0,26,10,,15/11/13,4054.8,3879,22/11/15
54985862,0,0,0,0,15,5,,15/11/13,0,150500,26/12/14
58986444,0,0,0,0,27,10,92400,13/11/13,15520.8,87765,2/5/16
59000211,0,0,0,0,0,6,,13/11/13,0,29500,18/1/15
59000580,0,0,0,0,28,10,,13/11/13,32875.2,31631,1/11/16
58987200,0,0,0,0,28,10,97900,12/11/13,15027.6,94299,27/2/16
54991497,0,0,0,0,29,10,,12/11/13,9726,44282,4/1/16
58994468,0,0,0,0,29,10,,12/11/13,6756,26564,23/3/16
58998637,0,0,0,0,24,10,,12/11/13,159897.6,133748,26/10/15
54986029,0,0,0,0,27,10,139700,11/11/13,3876,126124,2/7/16
59002534,0,0,0,0,28,10,33000,11/11/13,25430.4,46209,3/10/16
54985215,0,0,0,0,19,13,,11/11/13,0,57200,13/9/15
54991669,0,0,0,0,0,6,,11/11/13,0,25500,18/11/14
58989594,0,0,0,0,12,13,,11/11/13,0,31500,22/5/15
59003954,0,0,0,0,11,5,,10/11/13,0,650500,24/8/14
58998624,0,0,0,0,27,10,134200,9/11/13,416.4,16375,12/3/15
58989082,1,0,0,14,21,13,,9/11/13,480,55500,24/7/14
54987489,0,0,0,0,30,5,,9/11/13,80316,119428,21/2/16
58988853,0,0,0,0,1,6,,9/11/13,0,32500,24/5/14
58984207,1,0,0,15,25,10,11000,8/11/13,11976,38500,9/4/15
58987926,0,0,0,0,32,10,72600,6/11/13,183630,248011,27/3/16
59003535,0,0,0,0,34,10,23100,6/11/13,-518.4,28049,7/12/14
58983868,0,0,0,0,30,10,,6/11/13,15343.2,38912,16/11/15
58997422,0,0,0,0,0,6,,6/11/13,0,49401,24/3/14
58987077,0,0,0,0,0,6,,6/11/13,0,16000,23/4/14
54991742,0,0,0,0,0,6,,6/11/13,0,27000,21/2/14
58997422,0,0,0,0,15,10,102300,5/11/13,231277.2,228132,24/11/15
58997422,0,0,0,0,15,10,,5/11/13,0,93153,24/8/14
54985355,0,0,0,0,4,12,,5/11/13,0,,5/11/13
58999633,0,0,0,0,9,6,,3/11/13,0,14210,12/1/13
58982511,0,0,0,0,9,24,,3/11/13,0,513304,26/10/13
58999633,0,0,0,0,10,6,,3/11/13,0,24435,21/1/14
54986028,0,0,0,0,35,10,27500,2/11/13,22758,28562,1/6/16
58993847,3,2,9,1662,22,10,,2/11/13,0,99955,16/11/14
58994468,0,0,0,0,16,1,,2/11/13,0,159500,25/4/14
58987165,0,0,0,0,36,10,124300,1/11/13,313233.6,261528,3/1/16
58983376,0,0,0,0,9,6,,1/11/13,0,11500,21/9/13
58983376,0,0,0,0,10,6,,1/11/13,0,17370,21/11/13
58996247,5,0,0,128,24,2,,29/10/13,2275002,2023725,26/3/16
59005413,0,0,0,0,31,10,,29/10/13,33685.2,50506,5/2/16
58991938,0,0,0,0,6,7,,29/10/13,0,140800,
59001343,0,0,0,0,27,10,,29/10/13,0,19025,27/3/15
58996247,0,0,0,0,29,2,,29/10/13,1123544.4,1000500,26/3/16
58993253,0,0,0,0,28,10,,29/10/13,2077.2,39462,18/3/16
58984371,0,0,0,0,23,10,115500,28/10/13,37471.2,39606,19/10/15
58993767,0,0,0,0,26,13,,28/10/13,0,60500,23/9/15
59000764,0,0,0,0,0,6,,27/10/13,0,25300,23/6/14
58999145,0,0,0,0,0,6,,27/10/13,0,30200,20/6/14
54985076,1,0,0,1,23,10,62700,26/10/13,62130,54169,14/10/15
58995172,7,0,0,41,23,10,,26/10/13,48603.6,48873,21/3/16
58984207,0,0,0,0,24,10,,26/10/13,36666,33670,25/9/15
58991271,0,0,0,0,8,26,,26/10/13,0,930500,25/4/14
58992009,1,5,0,312,21,2,,25/10/13,1055512.8,970500,21/1/16
54990272,0,0,0,0,27,5,,25/10/13,131852.4,200500,22/12/15
54984774,0,0,0,0,0,6,,24/10/13,0,52100,21/8/14
58991241,0,0,0,0,27,10,137500,23/10/13,89727.6,93055,2/6/16
59005680,0,0,0,0,21,10,,22/10/13,14052,44745,30/4/16
58991820,0,0,0,0,0,5,,22/10/13,0,100500,15/3/15
54989257,0,0,0,0,26,10,56100,21/10/13,152527.2,127606,24/11/15
58984207,0,0,0,0,24,5,,21/10/13,102003.6,200500,27/9/15
58988853,0,0,0,0,1,5,,21/10/13,0,231559,2/8/15
58994911,0,0,0,0,3,6,,21/10/13,0,46000,20/4/14
58993744,0,0,0,0,28,10,139700,20/10/13,2769.6,105615,26/1/16
54988209,0,0,0,0,8,13,,20/10/13,0,47020,20/10/14
58998029,0,0,0,0,26,10,,20/10/13,38611.2,42375,27/11/15
54986232,0,0,0,0,3,10,180400,19/10/13,117268.8,159390,13/12/15
58991751,0,0,0,0,5,7,,19/10/13,0,99500,
59003155,0,0,0,0,8,10,,19/10/13,0,10031,18/5/14
54986232,0,0,0,0,26,10,,19/10/13,0,159390,27/10/15
54987763,1,1,0,69,28,10,16500,18/10/13,0,1803,17/1/14
54983232,2,0,0,58,23,8,,16/10/13,118040.4,90388,30/10/15
58993081,0,0,0,0,20,1,,16/10/13,0,502500,11/7/15
58991820,0,0,0,0,18,19,,16/10/13,0,160500,22/2/15
58990002,0,0,0,0,12,2,,16/10/13,945799.2,800500,26/9/14
58982668,0,0,0,0,23,10,183700,15/10/13,2710.8,167500,9/6/15
54987489,0,0,0,0,31,10,62700,15/10/13,322.8,63306,22/4/16
58992687,4,0,0,22,24,10,55000,15/10/13,54159.6,68198,20/2/16
58992687,4,0,0,22,24,10,55000,15/10/13,54159.6,68198,20/2/16
58993767,0,0,0,0,29,10,,15/10/13,585.6,15299,2/10/16
59001692,0,0,0,0,29,10,55000,14/10/13,-720,53009,1/11/16
58996494,0,0,0,0,6,10,,13/10/13,-2.4,22890,11/4/14
58989774,0,0,0,0,9,10,,13/10/13,5227.2,35119,24/11/15
58989774,0,0,0,0,18,10,,13/10/13,3453.6,30636,19/3/15
59003223,0,0,0,0,29,10,17600,12/10/13,6210,16239,13/2/16
54987215,1,0,0,6,6,7,,12/10/13,0,98000,
58999019,0,0,0,0,26,10,165000,11/10/13,1010.4,5459,12/7/14
58986218,1,0,0,30,26,10,105600,11/10/13,78235.2,84083,2/6/16
54983561,2,0,0,2,21,10,55000,11/10/13,55714.8,52639,27/11/15
58995813,2,2,2,480,24,10,11000,11/10/13,-45.6,1872,23/9/14
54985569,0,0,0,0,24,0,,11/10/13,77950.8,110500,23/10/15
58985198,0,0,0,0,26,10,105600,9/10/13,970.8,32366,20/2/15
59005598,0,0,0,0,6,13,,9/10/13,0,38800,9/9/15
59005598,0,0,0,0,6,13,,9/10/13,0,38800,9/9/15
58984645,0,0,0,0,16,10,55000,8/10/13,56323.2,54597,12/8/15
58984645,0,0,0,0,10,10,,8/10/13,0,37832,6/10/14
58992602,0,0,0,0,28,10,,8/10/13,-2.4,4364,19/1/16
58996654,0,0,0,0,6,10,69300,7/10/13,-538.8,63490,25/8/14
58993803,0,0,0,0,34,5,,7/10/13,67201.2,150500,4/2/16
59001213,0,0,0,0,26,5,,7/10/13,0,216500,8/7/15
58987368,0,0,0,0,0,6,,7/10/13,0,17500,21/9/14
59002231,0,0,0,0,32,1,,7/10/13,61034.4,265500,22/1/16
58985542,0,0,0,0,29,5,,7/10/13,19903.2,52500,21/11/15
54985076,3,0,0,58,25,10,70400,6/10/13,48264,50841,22/8/15
54985606,0,0,0,0,31,10,,6/10/13,43963.2,138241,15/12/15
58987375,0,0,0,0,21,6,,6/10/13,0,36000,21/11/14
54987215,0,0,0,0,6,7,,6/10/13,0,105000,
54991473,0,0,0,0,35,10,13200,5/10/13,4552.8,12358,26/1/16
58991271,0,0,0,0,2,3,,5/10/13,0,3000500,28/11/14
54987300,2,0,0,32,34,10,,4/10/13,33812.4,28677,21/2/16
58992063,0,0,0,0,35,10,,4/10/13,8972.4,52633,17/1/16
58994149,0,0,0,0,6,7,,4/10/13,0,282900,
54983198,0,0,0,0,32,1,,4/10/13,105790.8,222500,24/10/15
54983292,0,0,0,0,31,5,,4/10/13,0,150500,28/9/15
58993744,1,0,0,1,34,10,49500,3/10/13,35203.2,56586,22/1/16
58983048,0,0,0,0,28,2,,3/10/13,237541.2,675500,29/5/15
58987963,0,0,0,0,2,7,,2/10/13,0,54300,
58988853,0,0,0,0,2,6,,2/10/13,0,36500,22/10/13
58983845,0,0,0,0,32,10,,2/10/13,0,26751,26/7/15
59002472,0,0,0,0,27,10,26400,30/9/13,2859.6,7770,2/3/16
59005448,3,0,0,60,27,10,11000,30/9/13,1521.6,11459,2/10/16
58994510,0,0,0,0,28,10,,30/9/13,49842,42035,27/1/16
58990154,0,0,0,0,2,7,,30/9/13,0,27300,
58983271,1,0,0,30,24,10,38500,29/9/13,14976,66650,14/9/15
59004489,2,1,0,77,26,10,22000,29/9/13,-76.8,21809,29/8/15
58990958,0,0,0,0,14,5,,29/9/13,0,499500,22/10/14
54989125,0,0,0,0,1,6,,29/9/13,0,37990,5/6/14
58995283,0,0,0,0,0,6,,29/9/13,0,42149,19/12/14
58997904,0,0,0,0,19,10,,29/9/13,360,12603,11/9/15
54984671,0,0,0,0,20,10,,28/9/13,8720.4,33941,3/11/16
58988505,0,0,0,0,3,0,,27/9/13,610804.8,620500,
58988505,0,0,0,0,18,1,,27/9/13,0,620500,22/7/15
58987213,0,0,0,0,31,10,118800,25/9/13,122161.2,110210,29/3/16
58982387,0,0,0,0,28,12,,25/9/13,1874139.6,1500029,16/1/16
58983605,0,0,0,0,0,6,,25/9/13,0,60500,24/5/14
58990417,0,0,0,0,25,5,,25/9/13,413400,500500,21/9/15
58999012,0,0,0,0,27,10,46200,23/9/13,22846.8,52790,12/12/15
58991271,0,0,0,0,17,1,,23/9/13,0,700500,13/2/15
58996558,0,0,0,0,4,10,135300,22/9/13,65272.8,79071,21/3/16
58995289,0,0,0,0,2,10,68200,22/9/13,73497.6,66271,30/3/16
59002317,0,0,0,0,28,10,62700,22/9/13,59995.2,57433,2/7/16
54987227,0,0,0,0,1,10,50600,22/9/13,0,19050,29/9/14
58982776,0,0,0,0,23,10,33000,22/9/13,-21.6,30500,26/11/14
58995289,0,0,0,0,31,10,,22/9/13,0,66271,30/1/16
54990272,0,0,0,0,28,10,,22/9/13,30622.8,31848,30/12/15
58996558,0,0,0,0,20,10,,22/9/13,0,70100,19/12/15
54985214,0,0,0,0,2,2,,21/9/13,1203130.8,1041500,16/10/15
58988196,0,0,0,0,15,10,,21/9/13,13525.2,40420,5/3/16
58988196,0,0,0,0,17,10,,21/9/13,8462.4,29391,2/11/15
58982721,0,0,0,0,24,5,,21/9/13,41052,81500,24/8/15
58994117,0,0,0,0,16,5,,21/9/13,0,198500,24/11/14
54987215,0,0,0,0,6,7,,20/9/13,0,103500,
59003649,0,0,0,0,22,5,,20/9/13,0,300500,
58984430,0,0,0,0,26,10,,19/9/13,24076.8,35307,10/12/15
54989788,2,0,0,30,25,10,182050,18/9/13,487993.2,407161,12/1/15
58987886,0,0,0,0,24,7,,18/9/13,0,50000,25/9/15
58987886,0,0,0,0,1,7,,18/9/13,0,,18/9/13
58993803,0,0,0,0,10,10,,17/9/13,0,,26/9/14
58996127,0,0,0,0,1,10,55000,16/9/13,6025.2,50137,
58993422,0,0,0,0,0,6,,16/9/13,0,32500,24/5/14
58990826,0,0,0,0,19,1,,16/9/13,101311.2,160500,27/12/15
58984421,0,0,0,0,26,2,,16/9/13,2583544.8,2219500,26/9/15
54988011,0,0,0,0,5,6,,15/9/13,0,15300,24/5/14
58989082,0,0,0,0,24,10,,15/9/13,13142.4,33559,26/8/15
58993137,0,0,0,0,4,6,,15/9/13,0,20000,24/5/14
59002628,0,0,0,0,27,8,,15/9/13,633592.8,404500,30/12/14
58985795,0,0,0,0,11,6,,15/9/13,0,27500,24/5/14
58999612,0,0,0,0,28,2,,15/9/13,932864.4,1000500,12/11/15
59003122,0,0,0,0,32,10,,15/9/13,962.4,24950,4/6/16
58990951,0,0,0,0,28,10,,15/9/13,59620.8,70184,14/12/15
58985868,1,0,0,22,28,10,143000,14/9/13,2398.8,9025,20/10/15
54992395,0,0,0,0,32,10,11000,14/9/13,1430.4,8737,3/11/16
58994767,0,0,0,0,2,17,,14/9/13,16238.4,411963,19/12/15
58984645,0,0,0,0,0,6,,14/9/13,0,19500,24/5/14
58984645,0,0,0,0,0,6,,14/9/13,0,19500,13/6/14
58985198,0,0,0,0,18,5,,14/9/13,0,514500,21/1/15
58989171,0,0,0,0,3,10,,14/9/13,0,1173,
58993137,0,0,0,0,28,10,110000,13/9/13,42931.2,77141,21/2/16
54985821,0,0,0,0,24,10,66000,13/9/13,-75.6,16086,29/10/15
58997994,0,0,0,0,28,2,,13/9/13,774418.8,700500,12/1/15
59000510,0,0,0,0,28,2,,13/9/13,2439126,2416692,26/1/16
58985356,0,0,0,0,23,10,113850,12/9/13,9847.2,18933,16/12/15
59005448,0,0,0,0,29,10,107800,12/9/13,5835.6,11451,4/8/16
58991973,1,0,0,26,25,5,,12/9/13,0,150500,16/1/16
58999208,0,0,0,0,2,7,,12/9/13,0,41500,3/11/14
58997265,0,0,0,0,19,10,150700,11/9/13,-1.2,73676,
